                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 0.4658,                 0.3019,                0.94251,                0.97866,                0.97592,                0.98321,                0.88298,                0.47795,                0.28378,                0.81807,              0.0007075,              0.0007075,              0.0007075
                    155,                0.44948,                0.29859,                0.93644,                0.95724,                0.97102,                 0.9653,                0.86411,                0.49538,                0.29089,                0.81598,             0.00070278,             0.00070278,             0.00070278
                    156,                0.45301,                0.28695,                0.94041,                0.94095,                0.95052,                0.95508,                0.84865,                0.49901,                0.33478,                0.82838,             0.00069807,             0.00069807,             0.00069807
                    157,                0.46216,                0.30178,                0.93092,                0.91929,                0.93616,                0.94817,                0.85598,                0.47635,                0.36993,                0.80625,             0.00069335,             0.00069335,             0.00069335
                    158,                0.45465,                0.29045,                0.93446,                0.95748,                0.95231,                0.96689,                0.86343,                0.51829,                0.32375,                 0.8328,             0.00068864,             0.00068864,             0.00068864
                    159,                0.45031,                0.29959,                0.93909,                0.96115,                0.97734,                0.97957,                 0.8863,                0.48557,                0.29634,                0.81748,             0.00068392,             0.00068392,             0.00068392
                    160,                0.45842,                0.28917,                0.94806,                0.96397,                0.96877,                0.97626,                0.87724,                  0.497,                0.30479,                0.82353,              0.0006792,              0.0006792,              0.0006792
                    161,                 0.4572,                0.30398,                0.93609,                0.97153,                0.95282,                0.96847,                0.86015,                0.49334,                0.30997,                0.82857,             0.00067449,             0.00067449,             0.00067449
                    162,                0.44607,                0.29521,                 0.9242,                0.96661,                0.94828,                0.97414,                0.86906,                0.49032,                0.31722,                0.81849,             0.00066977,             0.00066977,             0.00066977
                    163,                 0.4471,                0.29894,                 0.9249,                0.96673,                0.95955,                0.98445,                  0.893,                  0.479,                0.28181,                0.80389,             0.00066506,             0.00066506,             0.00066506
                    164,                0.44841,                0.29675,                0.94055,                0.96437,                0.98062,                0.97779,                0.89029,                0.45778,                 0.2842,                0.78853,             0.00066034,             0.00066034,             0.00066034
                    165,                0.43717,                0.29362,                 0.9351,                0.96416,                0.97903,                0.98069,                0.90021,                0.45887,                0.28662,                0.79717,             0.00065563,             0.00065563,             0.00065563
                    166,                0.46026,                0.30407,                 0.9336,                0.97478,                0.98222,                0.98698,                0.90099,                0.47129,                0.28052,                 0.8047,             0.00065091,             0.00065091,             0.00065091
                    167,                0.42528,                0.29002,                0.93095,                0.96192,                0.97989,                0.98166,                0.90431,                0.48083,                0.28371,                0.81501,             0.00064619,             0.00064619,             0.00064619
                    168,                0.42926,                0.29379,                0.92672,                0.95362,                0.97917,                0.97923,                0.87874,                0.49148,                0.29344,                0.82145,             0.00064148,             0.00064148,             0.00064148
                    169,                0.42545,                0.28059,                0.93853,                0.95102,                0.97799,                0.97451,                0.87432,                0.47655,                0.30268,                0.80783,             0.00063676,             0.00063676,             0.00063676
                    170,                0.45662,                0.29411,                0.94125,                0.95907,                0.94337,                0.96943,                0.87204,                0.51326,                0.34159,                0.82799,             0.00063205,             0.00063205,             0.00063205
                    171,                0.43293,                0.29146,                0.92861,                0.96854,                0.95638,                0.97172,                0.88304,                0.49147,                 0.3364,                0.81908,             0.00062733,             0.00062733,             0.00062733
                    172,                0.44531,                0.29871,                0.92982,                0.92169,                0.95139,                0.97638,                0.88512,                0.51096,                 0.3588,                0.82371,             0.00062262,             0.00062262,             0.00062262
                    173,                 0.4324,                0.28138,                0.92229,                0.97929,                0.96964,                0.98243,                0.88859,                0.48364,                0.28996,                0.81833,              0.0006179,              0.0006179,              0.0006179
                    174,                0.42575,                0.27698,                0.92555,                0.97208,                0.98478,                0.98554,                0.89244,                0.52887,                0.26924,                0.85276,             0.00061318,             0.00061318,             0.00061318
                    175,                0.41291,                0.26624,                0.91212,                0.97607,                0.98736,                0.98778,                0.90239,                0.51737,                0.25622,                0.85889,             0.00060847,             0.00060847,             0.00060847
                    176,                0.40999,                0.26791,                0.91827,                0.97246,                0.99895,                0.99048,                0.89248,                0.48046,                0.26264,                0.81429,             0.00060375,             0.00060375,             0.00060375
                    177,                0.42403,                0.27176,                0.91878,                0.98146,                 0.9746,                0.99023,                0.89795,                0.46861,                 0.2589,                0.80172,             0.00059904,             0.00059904,             0.00059904
                    178,                0.41209,                 0.2645,                0.91387,                0.97705,                0.99004,                0.98587,                0.88859,                0.47091,                0.25693,                0.80051,             0.00059432,             0.00059432,             0.00059432
                    179,                0.42417,                0.28456,                0.92146,                0.97382,                0.97971,                0.98554,                0.89298,                0.48859,                0.26339,                0.80881,             0.00058961,             0.00058961,             0.00058961
                    180,                0.42314,                0.28067,                0.92895,                0.97973,                0.97428,                0.98586,                0.90051,                0.47479,                0.25969,                0.80714,             0.00058489,             0.00058489,             0.00058489
                    181,                0.40385,                0.27175,                0.91866,                0.97176,                0.98232,                0.98364,                0.89644,                0.46599,                0.26846,                0.79976,             0.00058017,             0.00058017,             0.00058017
                    182,                0.42104,                0.28792,                0.94328,                0.97156,                 0.9774,                0.97749,                0.89373,                0.46578,                0.28012,                0.79398,             0.00057546,             0.00057546,             0.00057546
                    183,                0.42729,                  0.277,                0.91803,                0.97426,                0.96067,                 0.9765,                0.89149,                0.44987,                0.30494,                0.79974,             0.00057074,             0.00057074,             0.00057074
                    184,                 0.4164,                0.27041,                0.91269,                0.97349,                0.95725,                0.98329,                0.89676,                 0.4577,                0.29501,                0.79003,             0.00056603,             0.00056603,             0.00056603
                    185,                0.41299,                0.28321,                0.92575,                0.96322,                0.96422,                0.98048,                0.89783,                0.50109,                0.29064,                0.83288,             0.00056131,             0.00056131,             0.00056131
                    186,                0.40624,                0.26742,                0.92451,                0.95693,                0.97297,                0.97821,                0.89279,                0.49369,                0.29281,                0.83881,              0.0005566,              0.0005566,              0.0005566
                    187,                0.39672,                0.26309,                 0.9075,                0.96792,                0.97428,                0.98189,                0.89334,                0.50938,                0.28348,                0.87212,             0.00055188,             0.00055188,             0.00055188
                    188,                0.42331,                0.28516,                0.92179,                0.98466,                0.96575,                0.97986,                0.88208,                0.52317,                0.29281,                0.86409,             0.00054716,             0.00054716,             0.00054716
                    189,                0.39319,                0.27195,                0.90989,                0.97609,                0.97411,                0.98695,                0.89084,                0.52112,                0.26873,                0.87552,             0.00054245,             0.00054245,             0.00054245
                    190,                 0.3939,                0.26626,                0.92016,                0.97851,                0.97421,                0.98249,                0.88067,                0.53794,                0.28663,                0.87643,             0.00053773,             0.00053773,             0.00053773
                    191,                0.38453,                0.26601,                 0.9027,                0.98205,                0.98162,                0.98753,                0.88644,                0.50812,                0.26518,                0.84229,             0.00053302,             0.00053302,             0.00053302
                    192,                0.39462,                0.26589,                0.91227,                0.96894,                      1,                0.98741,                0.88945,                0.48429,                 0.2799,                0.81139,              0.0005283,              0.0005283,              0.0005283
                    193,                0.38982,                0.25802,                0.90507,                0.97817,                0.98397,                0.98541,                0.88314,                0.48934,                0.26022,                 0.8127,             0.00052359,             0.00052359,             0.00052359
                    194,                0.38246,                0.26704,                0.90032,                0.97965,                0.99139,                0.98584,                0.88985,                0.48403,                0.25235,                0.80948,             0.00051887,             0.00051887,             0.00051887
                    195,                0.40082,                0.27538,                 0.9172,                0.97352,                0.99267,                0.98811,                 0.8992,                0.45323,                0.23642,                0.79672,             0.00051415,             0.00051415,             0.00051415
                    196,                0.39637,                0.26479,                0.91609,                0.97632,                0.97372,                0.98835,                0.90054,                0.48082,                 0.2735,                0.80349,             0.00050944,             0.00050944,             0.00050944
                    197,                0.38118,                 0.2571,                0.90122,                0.98044,                0.98003,                0.98611,                0.90094,                0.48972,                0.27022,                0.80637,             0.00050472,             0.00050472,             0.00050472
                    198,                0.39589,                0.26539,                0.90484,                0.98938,                0.97579,                 0.9892,                0.89932,                0.48226,                0.24969,                0.80432,             0.00050001,             0.00050001,             0.00050001
                    199,                0.38278,                0.25675,                0.90857,                0.98774,                0.98172,                0.98789,                0.90281,                0.47789,                0.26519,                0.79722,             0.00049529,             0.00049529,             0.00049529
                    200,                 0.3808,                0.24882,                0.90958,                0.97376,                0.98611,                0.98597,                0.90903,                 0.4603,                0.25878,                0.79012,             0.00049058,             0.00049058,             0.00049058
                    201,                0.39435,                0.26538,                0.91352,                0.95804,                0.97238,                0.98397,                0.89999,                0.45501,                0.27485,                0.79274,             0.00048586,             0.00048586,             0.00048586
                    202,                0.39118,                 0.2667,                0.91452,                0.94801,                0.96804,                 0.9717,                 0.8843,                0.45966,                0.30903,                0.79419,             0.00048114,             0.00048114,             0.00048114
                    203,                0.38588,                0.26553,                0.91508,                0.95939,                0.96049,                0.98208,                0.89931,                0.47281,                0.28432,                0.79901,             0.00047643,             0.00047643,             0.00047643
                    204,                0.38384,                0.25937,                0.90007,                0.97084,                0.96946,                0.98414,                0.90021,                0.45441,                0.25918,                0.79764,             0.00047171,             0.00047171,             0.00047171
                    205,                0.38534,                0.25728,                0.92724,                0.97197,                0.98035,                0.98684,                0.89561,                0.45569,                0.25291,                0.79518,               0.000467,               0.000467,               0.000467
                    206,                0.39696,                0.26022,                0.90481,                 0.9746,                0.97956,                0.98579,                0.89643,                 0.4428,                0.24386,                0.79213,             0.00046228,             0.00046228,             0.00046228
                    207,                0.37449,                 0.2474,                0.90572,                0.97468,                0.97964,                 0.9833,                0.89816,                0.44492,                0.24074,                0.78684,             0.00045757,             0.00045757,             0.00045757
                    208,                0.36722,                0.24758,                0.90021,                0.97464,                0.98034,                0.98804,                0.90646,                0.44928,                0.23311,                0.79544,             0.00045285,             0.00045285,             0.00045285
                    209,                0.38055,                0.24989,                 0.9032,                0.97445,                 0.9801,                0.98866,                0.89897,                0.46151,                0.23862,                0.79927,             0.00044813,             0.00044813,             0.00044813
                    210,                0.38704,                0.25578,                0.90671,                0.97287,                0.98106,                0.98691,                0.90868,                0.45569,                0.26477,                0.79495,             0.00044342,             0.00044342,             0.00044342
                    211,                0.38036,                0.24975,                0.90913,                0.97405,                0.98064,                0.98947,                0.90899,                0.44906,                0.25376,                0.78909,              0.0004387,              0.0004387,              0.0004387
                    212,                0.37984,                0.25799,                0.89632,                0.97729,                 0.9781,                0.99008,                0.90487,                 0.4684,                0.25319,                0.79858,             0.00043399,             0.00043399,             0.00043399
                    213,                0.38124,                0.25979,                0.91519,                0.98145,                 0.9814,                0.99102,                0.89567,                 0.4742,                0.26212,                 0.7978,             0.00042927,             0.00042927,             0.00042927
                    214,                0.36628,                0.25168,                0.91002,                0.97912,                0.98573,                0.99136,                0.90085,                0.47014,                0.25054,                0.79328,             0.00042456,             0.00042456,             0.00042456
                    215,                 0.3614,                0.24648,                0.89217,                 0.9889,                0.97845,                0.99089,                0.90565,                0.45858,                0.23833,                0.79452,             0.00041984,             0.00041984,             0.00041984
                    216,                0.36657,                0.25537,                0.90614,                0.98193,                0.98788,                 0.9892,                0.89692,                0.44832,                0.22517,                0.79125,             0.00041512,             0.00041512,             0.00041512
                    217,                0.36023,                0.23645,                0.89865,                0.97398,                0.98462,                0.98403,                0.90057,                0.45042,                0.24121,                0.79461,             0.00041041,             0.00041041,             0.00041041
                    218,                0.36575,                0.24843,                 0.9084,                0.97934,                0.98304,                0.98496,                0.90782,                0.44754,                0.23521,                0.79503,             0.00040569,             0.00040569,             0.00040569
                    219,                 0.3752,                0.25765,                0.91365,                0.98771,                0.97768,                0.98551,                0.90319,                0.44784,                0.24073,                 0.7906,             0.00040098,             0.00040098,             0.00040098
                    220,                 0.3547,                0.24557,                0.90201,                0.98764,                0.98008,                0.98522,                0.89828,                0.46403,                0.25155,                 0.7947,             0.00039626,             0.00039626,             0.00039626
                    221,                0.36845,                  0.252,                0.91144,                0.96655,                0.97917,                0.98347,                0.89775,                0.45687,                0.26086,                0.79427,             0.00039155,             0.00039155,             0.00039155
                    222,                 0.3635,                0.24108,                0.90043,                0.97197,                0.97917,                 0.9823,                0.89369,                0.47443,                0.26639,                0.80751,             0.00038683,             0.00038683,             0.00038683
                    223,                0.34906,                0.23663,                 0.8965,                0.97742,                 0.9769,                0.97755,                0.89514,                0.46203,                0.23723,                0.80348,             0.00038211,             0.00038211,             0.00038211
                    224,                0.34751,                0.23245,                0.89569,                0.98736,                0.98591,                 0.9874,                 0.8965,                0.48838,                0.24399,                0.81304,              0.0003774,              0.0003774,              0.0003774
                    225,                0.35432,                0.23661,                0.89663,                0.98882,                0.98444,                0.98752,                0.90231,                0.47981,                0.23824,                0.81905,             0.00037268,             0.00037268,             0.00037268
                    226,                0.35361,                0.23813,                0.89355,                0.97202,                0.97649,                0.98183,                0.90286,                0.46654,                0.25344,                0.80986,             0.00036797,             0.00036797,             0.00036797
                    227,                0.35489,                0.24542,                0.90236,                0.97863,                0.98476,                0.98422,                0.89999,                0.45577,                 0.2524,                0.79627,             0.00036325,             0.00036325,             0.00036325
                    228,                0.34081,                0.23673,                0.88834,                0.97939,                0.98507,                0.98495,                0.90269,                0.44836,                0.25168,                0.78946,             0.00035854,             0.00035854,             0.00035854
                    229,                0.34382,                0.23615,                0.89261,                0.98276,                0.98115,                0.98803,                0.90347,                0.43794,                0.23282,                0.79194,             0.00035382,             0.00035382,             0.00035382
                    230,                0.35747,                0.24378,                0.90592,                0.98193,                0.98139,                0.98673,                0.90033,                0.44375,                0.23348,                0.79591,              0.0003491,              0.0003491,              0.0003491
                    231,                 0.3412,                0.23169,                0.89709,                0.98173,                0.98486,                0.98701,                0.90423,                0.45045,                0.24208,                0.80107,             0.00034439,             0.00034439,             0.00034439
                    232,                0.34482,                0.23647,                0.89813,                0.97515,                0.98169,                0.98784,                0.90669,                0.44316,                0.24249,                0.79618,             0.00033967,             0.00033967,             0.00033967
                    233,                0.34075,                0.24004,                0.89423,                0.97605,                0.98434,                0.98773,                0.90755,                0.43581,                0.22691,                0.79188,             0.00033496,             0.00033496,             0.00033496
                    234,                 0.3468,                0.23411,                0.88664,                0.97775,                0.98383,                0.98923,                0.91151,                0.44585,                0.23072,                0.78964,             0.00033024,             0.00033024,             0.00033024
                    235,                0.33767,                0.23456,                0.89541,                0.98084,                0.98611,                0.98897,                0.90926,                0.44319,                 0.2305,                0.78869,             0.00032553,             0.00032553,             0.00032553
                    236,                0.32898,                0.22296,                 0.8818,                0.98034,                0.98611,                0.98939,                0.91234,                0.44407,                0.23346,                0.79021,             0.00032081,             0.00032081,             0.00032081
                    237,                 0.3403,                0.22903,                0.89619,                0.98075,                0.98611,                0.99006,                0.91372,                0.43396,                0.22086,                0.78877,             0.00031609,             0.00031609,             0.00031609
                    238,                0.32217,                0.21752,                0.88507,                0.98062,                0.98511,                0.98923,                 0.9151,                0.43136,                0.22417,                0.78888,             0.00031138,             0.00031138,             0.00031138
                    239,                0.33783,                0.22403,                0.88571,                0.97175,                0.98717,                0.98828,                0.90811,                 0.4579,                0.24321,                0.79726,             0.00030666,             0.00030666,             0.00030666
                    240,                0.34557,                0.23708,                0.89472,                0.97445,                0.98166,                0.98748,                0.91015,                0.46595,                0.25073,                0.80164,             0.00030195,             0.00030195,             0.00030195
                    241,                0.35353,                0.23679,                0.90023,                0.97383,                0.98335,                0.98872,                 0.9053,                0.47103,                 0.2287,                0.80106,             0.00029723,             0.00029723,             0.00029723
                    242,                0.33707,                  0.228,                 0.8934,                0.97373,                0.99306,                0.98907,                 0.9051,                0.46916,                0.22887,                0.79784,             0.00029252,             0.00029252,             0.00029252
                    243,                0.35078,                0.23129,                 0.9031,                0.97995,                0.98764,                0.98826,                0.90478,                0.47331,                 0.2415,                0.80395,              0.0002878,              0.0002878,              0.0002878
                    244,                0.34116,                0.22748,                0.88827,                0.98015,                0.99132,                0.98757,                  0.906,                0.46509,                0.23544,                 0.8041,             0.00028308,             0.00028308,             0.00028308
                    245,                0.33503,                0.22214,                0.89863,                0.97196,                0.99237,                0.98965,                0.90823,                0.46284,                0.24092,                0.80492,             0.00027837,             0.00027837,             0.00027837
                    246,                0.33822,                0.23222,                0.89046,                0.97611,                0.99306,                0.98818,                0.90536,                0.46855,                0.25555,                0.80052,             0.00027365,             0.00027365,             0.00027365
                    247,                0.32506,                0.21936,                0.89583,                0.96553,                0.98417,                0.98993,                0.90922,                0.46374,                 0.2387,                  0.801,             0.00026894,             0.00026894,             0.00026894
                    248,                0.31508,                0.21403,                0.88757,                 0.9675,                0.97222,                 0.9876,                0.91181,                0.44744,                0.24201,                0.79627,             0.00026422,             0.00026422,             0.00026422
                    249,                0.32736,                0.21747,                0.88265,                0.96697,                0.97347,                0.98891,                0.90771,                0.45482,                0.24042,                0.79574,             0.00025951,             0.00025951,             0.00025951
                    250,                0.32006,                0.21454,                0.88179,                0.97342,                0.99306,                0.98901,                0.91266,                0.44824,                 0.2296,                0.79063,             0.00025479,             0.00025479,             0.00025479
                    251,                0.31827,                0.21869,                0.88502,                0.97851,                 0.9863,                0.98859,                0.90771,                0.45428,                0.22719,                0.79669,             0.00025007,             0.00025007,             0.00025007
                    252,                0.32459,                0.22306,                0.88196,                0.97849,                0.98024,                0.98703,                0.90984,                 0.4544,                0.22862,                 0.7999,             0.00024536,             0.00024536,             0.00024536
                    253,                0.33655,                0.22439,                0.88652,                0.97836,                0.99131,                0.98714,                 0.9076,                0.44955,                0.23192,                0.79407,             0.00024064,             0.00024064,             0.00024064
                    254,                0.31661,                0.21964,                0.88579,                0.98179,                0.98243,                0.98731,                0.90716,                0.44339,                 0.2274,                0.78976,             0.00023593,             0.00023593,             0.00023593
                    255,                0.32023,                0.22058,                0.88032,                0.97531,                0.99119,                0.98821,                0.91023,                0.45272,                0.23705,                0.79635,             0.00023121,             0.00023121,             0.00023121
                    256,                 0.3235,                0.22438,                0.88458,                0.97755,                 0.9769,                0.98813,                0.90225,                 0.4579,                0.24102,                0.79914,              0.0002265,              0.0002265,              0.0002265
                    257,                0.32901,                0.22439,                0.89523,                0.97606,                0.97861,                0.98753,                0.90627,                0.44829,                0.23185,                 0.7906,             0.00022178,             0.00022178,             0.00022178
                    258,                0.32505,                0.22623,                0.89163,                 0.9816,                0.98314,                0.98832,                0.90861,                0.44842,                0.23025,                0.78817,             0.00021707,             0.00021707,             0.00021707
                    259,                0.30963,                0.21618,                0.88227,                0.98193,                0.97631,                0.98804,                0.90539,                0.44839,                0.24577,                0.78876,             0.00021235,             0.00021235,             0.00021235
                    260,                0.31122,                0.21821,                0.88402,                0.98227,                 0.9745,                0.98686,                0.90204,                0.44831,                 0.2401,                0.78932,             0.00020763,             0.00020763,             0.00020763
                    261,                0.32708,                0.22829,                0.89778,                0.97701,                0.98013,                 0.9883,                0.90718,                0.43552,                0.23227,                0.78541,             0.00020292,             0.00020292,             0.00020292
                    262,                0.30962,                0.21937,                0.89098,                0.97348,                0.97668,                0.98738,                0.90744,                0.43393,                0.23596,                0.78266,              0.0001982,              0.0001982,              0.0001982
                    263,                0.29692,                0.21009,                0.87533,                 0.9643,                0.97471,                0.98329,                0.90251,                0.44062,                0.25156,                0.78424,             0.00019349,             0.00019349,             0.00019349
                    264,                0.31492,                0.20897,                0.88876,                0.96557,                0.97456,                0.98313,                0.89772,                0.45872,                0.25481,                0.78842,             0.00018877,             0.00018877,             0.00018877
                    265,                0.29732,                0.20697,                0.88344,                 0.9669,                 0.9831,                0.98473,                0.90619,                0.45584,                0.25161,                0.78777,             0.00018406,             0.00018406,             0.00018406
                    266,                0.30457,                0.21239,                0.88603,                0.96482,                0.98611,                0.98468,                0.90273,                0.45214,                0.24464,                0.78533,             0.00017934,             0.00017934,             0.00017934
                    267,                0.29754,                 0.2066,                0.88258,                0.96791,                0.98536,                0.98761,                0.90697,                0.44567,                0.23448,                0.78644,             0.00017462,             0.00017462,             0.00017462
                    268,                0.31041,                0.20917,                0.88444,                0.96777,                0.98428,                0.98738,                0.90633,                 0.4455,                0.24142,                0.78191,             0.00016991,             0.00016991,             0.00016991
                    269,                0.29805,                 0.2092,                0.87707,                0.98373,                 0.9779,                0.98746,                0.91202,                0.44514,                0.23514,                0.78449,             0.00016519,             0.00016519,             0.00016519
                    270,                0.30221,                0.20688,                0.87157,                0.98125,                0.97974,                0.98739,                0.90548,                0.43297,                0.22557,                0.77729,             0.00016048,             0.00016048,             0.00016048
                    271,                0.30968,                0.20763,                0.88146,                0.97066,                0.97177,                0.98327,                0.90543,                0.42994,                0.23064,                0.77889,             0.00015576,             0.00015576,             0.00015576
                    272,                0.29482,                0.19793,                0.86588,                0.96947,                0.97828,                 0.9845,                0.90685,                0.43801,                0.22192,                0.78154,             0.00015105,             0.00015105,             0.00015105
                    273,                0.29934,                0.20982,                0.87995,                0.97137,                0.98448,                0.98771,                0.91215,                0.43873,                0.22656,                0.78346,             0.00014633,             0.00014633,             0.00014633
                    274,                0.30512,                0.20911,                0.89268,                0.98101,                0.99002,                0.98831,                0.91238,                0.43529,                0.22086,                0.78058,             0.00014161,             0.00014161,             0.00014161
                    275,                0.30861,                 0.2161,                0.87822,                0.97404,                0.98307,                0.98825,                0.91405,                0.43121,                0.22592,                0.77729,              0.0001369,              0.0001369,              0.0001369
                    276,                0.28877,                0.19925,                0.87569,                0.97226,                0.97497,                0.98324,                0.90671,                0.42713,                0.22724,                0.77782,             0.00013218,             0.00013218,             0.00013218
                    277,                0.29959,                0.21227,                0.87187,                0.98024,                0.98344,                0.98685,                0.90646,                0.43275,                0.22691,                 0.7837,             0.00012747,             0.00012747,             0.00012747
                    278,                0.30552,                0.21389,                 0.8803,                 0.9781,                0.99144,                 0.9877,                0.90918,                0.44173,                0.22168,                0.78804,             0.00012275,             0.00012275,             0.00012275
                    279,                0.28985,                  0.206,                0.88517,                0.96393,                0.98776,                 0.9839,                0.91071,                0.44229,                0.22124,                0.78784,             0.00011804,             0.00011804,             0.00011804
                    280,                0.29314,                0.20406,                0.87968,                0.97214,                0.98663,                0.98403,                0.91099,                0.43899,                 0.2228,                0.78774,             0.00011332,             0.00011332,             0.00011332
                    281,                0.28038,                0.19725,                0.87725,                0.97261,                 0.9833,                0.98427,                0.91349,                0.43933,                0.22183,                0.78721,              0.0001086,              0.0001086,              0.0001086
                    282,                0.29331,                0.20259,                0.87612,                0.97734,                0.97756,                0.98394,                0.91061,                0.44095,                0.21719,                0.78541,             0.00010389,             0.00010389,             0.00010389
                    283,                0.28418,                0.20366,                 0.8742,                0.97658,                0.97756,                 0.9839,                0.91119,                0.43915,                0.21505,                0.78271,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    284,                0.28571,                0.19878,                0.87653,                0.97234,                0.98332,                0.98496,                0.91714,                0.43993,                0.21516,                0.78244,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    285,                0.28271,                0.19735,                0.87862,                0.97071,                0.98326,                0.98457,                0.91382,                0.43962,                0.21714,                0.78111,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    286,                0.27409,                0.18853,                0.86897,                0.97306,                0.98418,                0.98451,                0.90833,                0.43934,                0.21265,                0.77911,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    287,                0.28471,                0.19871,                0.88105,                0.97333,                0.98451,                0.98425,                0.90884,                0.43671,                0.20979,                0.77817,              8.031e-05,              8.031e-05,              8.031e-05
                    288,                0.28259,                0.20011,                0.87931,                0.97899,                0.98053,                0.98451,                0.91052,                0.43654,                0.21372,                0.77903,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    289,                0.27384,                0.18757,                0.87418,                0.97738,                0.98112,                0.98494,                0.90787,                0.43801,                0.21791,                0.78081,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    290,                0.27545,                 0.1939,                0.87081,                0.98117,                 0.9742,                0.98463,                0.90739,                0.43923,                0.21504,                0.78115,             6.6163e-05,             6.6163e-05,             6.6163e-05
                    291,                0.27117,                0.18847,                0.87478,                0.97943,                0.97756,                0.98358,                0.90835,                0.43811,                 0.2169,                0.78117,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    292,                0.29749,                0.20345,                0.88246,                 0.9772,                0.97773,                0.98371,                0.90915,                0.43628,                0.21498,                0.78029,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    293,                0.27493,                0.19221,                0.86952,                0.97052,                0.98339,                0.98413,                0.90918,                0.43666,                0.20935,                0.78059,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    294,                 0.2797,                0.19127,                0.87467,                0.97749,                0.97819,                0.98359,                0.90802,                0.43604,                 0.2109,                0.78174,               4.73e-05,               4.73e-05,               4.73e-05
                    295,                 0.2728,                 0.1936,                0.87001,                0.97798,                0.97605,                0.98276,                0.90981,                0.43825,                 0.2139,                0.78313,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    296,                0.28461,                0.19437,                0.89215,                0.97709,                0.97744,                0.98302,                0.91008,                0.43972,                 0.2128,                0.78226,             3.7869e-05,             3.7869e-05,             3.7869e-05
                    297,                0.26891,                0.19068,                0.86678,                0.97741,                0.97756,                0.98276,                0.90931,                0.43997,                0.21765,                 0.7825,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    298,                0.28009,                0.19686,                0.88108,                 0.9765,                0.97756,                 0.9832,                0.90965,                0.43555,                0.22066,                0.78195,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    299,                0.26751,                0.18951,                 0.8662,                 0.9765,                0.97756,                0.98363,                0.91383,                 0.4329,                0.21608,                0.78091,             2.3721e-05,             2.3721e-05,             2.3721e-05
